Name,Stellar ID,Mass (1024 kg),GM (x 106 km3/s2),Volume (1012 km3),Diameter (km),Mean density (kg/m3),Surface gravity (eq.) (m/s2),Escape velocity (km/s),Ellipticity,Moment of inertia (I/MR2),"Visual magnitude V(1,0)",Absolute magnitude,Luminosity (1024 J/s),Mass conversion rate (106 kg/s),Mean energy production (10-3 J/kg s),Surface emission (106 J/m2s),Spectral type
Sun,1,"1,988,500.00","132,712.00","1,412,000.00","1,391,400.00",1408,274,617.6,0.00005,0.07,-26.74,4.83,382.8,4260,0.1925,62.94,G2 V
