Date,Name,X,Y,Z
2157-01-01,Mercury,-50973876.33719491,-38296147.99983464,-15124221.47082135
2157-01-01,Venus,-28447718.360052224,-96321943.2610105,-41562274.50336024
2157-01-01,Earth,-21198864.219290268,133215235.04504608,57673239.780028604
2157-01-01,Mars,-238451821.09885532,60179306.91948612,33962534.34540286
2157-01-01,Jupiter,-441958005.50102925,596399030.4506232,266288478.55242544
2157-01-01,Saturn,-1407883111.973752,79317952.22436075,93675942.01924235
2157-01-01,Uranus,72232115.40673152,-2644841500.86786,-1159340304.4769762
2157-01-01,Neptune,1316544002.428104,-3986950294.0092216,-1664657793.8829246
2157-01-01,Pluto,455493716.7473538,6534769713.898229,1902266920.3558416
2157-02-01,Sun,0.0,0.0,0.0
2157-02-01,Mercury,39829259.976783074,-42987993.370900184,-27008928.891265117
2157-02-01,Venus,60804579.41060688,-81649094.30531701,-40590021.978643835
2157-02-01,Earth,-94222724.21615751,103127003.73117653,44643222.83085913
2157-02-01,Mars,-246524676.07174674,7110541.185180562,9832729.185826726
2157-02-01,Jupiter,-470902511.59192,579024592.4255494,259545400.51075086
2157-02-01,Saturn,-1411071365.149539,55348057.05837822,83907109.00487734
2157-02-01,Uranus,90331911.70147485,-2645059011.6999063,-1159690984.245161
2157-02-01,Neptune,1330368867.7487466,-3982797913.606831,-1663302467.6272423
2157-02-01,Pluto,445134663.64633787,6532533904.63315,1904690467.0935352
2157-03-01,Sun,0.0,0.0,0.0
2157-03-01,Mercury,4578322.594950904,40431780.40045853,21212003.83028922
2157-03-01,Venus,106963799.2310502,-18687644.71542511,-15146687.03060186
2157-03-01,Earth,-136974474.01857334,49725518.860211454,21514278.78099251
2157-03-01,Mars,-240545044.66252738,-41298026.73382354,-12533885.20322571
